ID,Severity,Distance(mi),City,State,Zipcode
A-2749115,2,0,Whittier,CA,90605-3652
A-7723237,3,0.015,Des Moines,IA,50309
A-1500764,2,0,Apopka,FL,32703
A-7066682,2,0,Moreno Valley,CA,92555
A-1597667,3,0,Merrillville,IN,46410
A-3480621,3,0.64,Woodridge,IL,60517
A-4724006,2,0.211,Plum Branch,SC,29845
A-33512,2,0,Santa Rosa,CA,95404
A-5355794,2,0.643,Payson,AZ,85541-3873
A-6027590,2,0.057,Orlando,FL,32819-7827
A-1589593,2,0,Huntsville,AL,35816-3143
A-3554370,2,0,West Sacramento,CA,95691
A-1556199,2,0,Austin,TX,78758
A-479167,3,0.01,Dayton,OH,45404
A-3743969,4,0.443,Towanda,PA,18848
A-7710942,4,5.565,Glen Saint Mary,FL,32040
A-6368725,2,0.168,Punta Gorda,FL,33950
A-7650281,2,0.003,Tulsa,OK,74133-3366
A-5302912,2,0.099,Markham,IL,60428
A-3502805,2,2.901,Northfield,CT,06778
A-5419559,2,0.585,Gillett,AR,72055
A-6971079,2,0.016,Shreveport,LA,71108-3807
A-1937266,2,0,Cleveland,OH,44103
A-1957275,2,4.0399999618530265,Derby,CT,06418
A-6665572,2,2.665,Los Angeles,CA,90029
A-7035681,2,0,Charlotte,NC,28208-5625
A-6030525,2,0.076,Tampa,FL,33637-5328
A-3210415,2,0,Indianapolis,IN,46201
A-1478766,2,0.2199999988079071,Kansas City,MO,64156
A-4369739,2,0.071,San Diego,CA,92113-1410
A-2306007,2,0,Carson City,NV,89703
A-7679522,2,0.773,Marietta,GA,30062
A-2864807,3,0,Minneapolis,MN,55403
A-1719628,2,0,Antioch,TN,37013
A-700312,2,0,Lynbrook,NY,11563
A-6703986,2,0.136,Teaneck,NJ,07666
A-7304462,2,0,Bend,OR,97701-4234
A-5761290,2,0.015,Rancho Cucamonga,CA,91730-3250
A-2145359,2,0,Orlando,FL,32807-2915
A-1605992,2,0,Minneapolis,MN,55438
A-3644985,2,0,Land O Lakes,FL,34639
A-2769415,3,0,Basking Ridge,NJ,07920
A-2510989,2,0,Simpsonville,SC,29681-4803
A-6378098,2,0.179,Greenville,SC,29609
A-5614705,2,2.082,Norden,CA,95724
A-6869202,2,1.1740000000000002,San Clemente,CA,92672
A-3237655,2,0,Rochester,NY,14620-3920
A-2397415,3,0,Pompano Beach,FL,33060
A-6417458,2,0.151,Harrisburg,PA,17109
A-5481004,2,0.255,Orlando,FL,32808-4407
A-3026774,2,0,Lawnside,NJ,08045
A-3063007,2,0,Raleigh,NC,27609-7829
A-4357827,2,0.374,Fort Myers,FL,33908-5116
A-6634630,2,1.2009999999999998,Dallas,TX,75211
A-3052059,2,0,Atlanta,GA,30308
A-3748888,2,0.161,Aiken,SC,29803-9472
A-1936839,2,0,Petaluma,CA,94952
A-4523151,2,1.065,Fort Worth,TX,76119
A-5579636,2,0.892,Pensacola,FL,32534
A-2473447,2,0,Clearlake,CA,95422
A-6996855,2,0.126,Spokane,WA,99207-3276
A-6849752,2,1.015,Virginia Beach,VA,23462
A-3144871,2,0,Dallas,TX,75241
A-1427565,2,0,Halifax,MA,02338-1037
A-4277396,2,1.4269999999999998,Bozeman,MT,59715
A-5366382,2,0.069,Lawndale,CA,90260
A-885937,2,0,Richmond,VA,23222-1831
A-1679305,2,0,Miami,FL,33136
A-6174152,2,0.02,Belle,WV,25015
A-5951972,2,2.338,Gold Hill,OR,97525
A-3708185,2,0.267,Washington,DC,20032
A-156646,3,0,McDonough,GA,30253
A-4082649,2,0.188,Miami,FL,33166
A-5404140,2,1.082,Woodland Hills,CA,91364
A-6183396,2,0.216,Glendale,CA,91204-1310
A-5743736,2,0.972,Saint Cloud,MN,56301
A-3889325,2,0.088,Lake City,FL,32024
A-1495795,2,0,Portland,OR,97203-6710
A-2726687,2,0,Sunnyvale,CA,94089
A-799013,3,0,Long Beach,CA,90806
A-3199847,3,0,Ballston Lake,NY,12019
A-4874032,2,0.096,Burnsville,MN,55337-2864
A-6753349,2,0.014,Avondale,PA,19311-9712
A-2128786,2,0,Charlotte,NC,28204-2079
A-5724010,2,0.108,Cornwall Bridge,CT,06754-1127
A-2528456,3,0,Half Moon Bay,CA,94019
A-7702978,3,0.16,Denver,CO,80204
A-4142744,2,0.934,West Jefferson,OH,43162
A-4639243,2,2.93,Moreno Valley,CA,92553
A-2203468,3,2.190000057220459,Potomac,MD,20854
A-3712748,2,1.837,Fairfield,AL,35064
A-4438729,2,0.123,Platte City,MO,64079
A-124149,2,0.01,Sanford,FL,32771
A-7021507,2,0,Downingtown,PA,19335-2721
A-1959311,2,0,Briarcliff Manor,NY,10510
A-7740380,4,0.748,Chicago,IL,60616
A-1742470,3,0,Gwynn Oak,MD,21207
A-5463680,2,0.735,Orlando,FL,32837
A-2603284,2,0,Roselle,IL,60172-1117
A-294772,2,0,Houston,TX,77055
A-3541578,2,0.409,Westlake Village,CA,91361
A-684061,2,0,Columbus,OH,43223
A-1299509,2,1.4500000476837158,Pine City,MN,55063-9259
A-6669129,2,0.047,Chattanooga,TN,37406-2459
A-6135069,2,0.236,Indianapolis,IN,46250
A-3399404,2,0.3700000047683716,Austin,TX,78727
A-3931501,2,6.995,Seattle,WA,98104
A-252873,3,0,Allentown,PA,18104
A-2734451,2,0,Austin,TX,78741
A-4814308,2,2.51,Miami,FL,33155
A-6415040,2,0.054,Springfield,MO,65806
A-6822673,2,0.201,Buena Vista,VA,24416-4313
A-1280134,2,0,Summerville,SC,29486-2753
A-693992,3,0,East Greenwich,RI,02818
A-26191,2,0,Walnut Creek,CA,94595
A-2053318,3,0,Flushing,NY,11354
A-5535535,2,0.675,Hallandale,FL,33009
A-5889721,2,5.624,Riverside,CA,92503
A-3460554,2,0,Orlando,FL,32818-1203
A-5829172,2,1.888,Conway,SC,29526
A-2749713,2,0,Lexington,KY,40505-3101
A-1846443,2,0,Pasadena,TX,77503-2312
A-239955,2,0.01,Wynnewood,PA,19096-2502
A-350247,3,0.01,Burbank,CA,91502
A-2715832,3,0.8999999761581421,Ellensburg,WA,98926
A-2232134,2,0,Webster,TX,77598-2329
A-5182014,2,1.6780000000000002,Escondido,CA,92026
A-4416614,2,0.936,Atlanta,GA,30309
A-46822,2,0,Rowland Heights,CA,91748
A-4979621,2,0.22,Miami,FL,33144-4753
A-4474896,4,0.409,Parish,NY,13131-3117
A-2215420,2,0,Aurora,CO,80014
A-4870860,2,0.163,Fort Mill,SC,29708-6970
A-2947528,3,0,Saint Paul,MN,55127
A-512396,1,0,Mountain Rest,SC,29664-9582
A-749297,2,0,York,PA,17406
A-1565004,3,0,Brookfield,WI,53005
A-5434855,2,1.626,Macclenny,FL,32063
A-2473070,2,0,Phoenix,AZ,85008
A-1610579,2,0,Shreveport,LA,71107
A-3164069,2,0,Oklahoma City,OK,73104
A-5264129,2,6.132999999999999,Los Angeles,CA,90003
A-5957237,4,1.3730000000000002,Williamstown,NJ,08094
A-4836715,2,0.032,Whittier,CA,90605-3032
A-248885,3,0,Nottingham,MD,21236
A-2462080,2,0,Conway,SC,29527
A-6621360,2,0.011,Alexandria,VA,22303
A-3288538,2,0,Lansdale,PA,19446-5207
A-3507321,3,0,Chicago,IL,60640
A-6082343,2,0.024,Culpeper,VA,22701
A-268317,2,0,Houston,TX,77045-5040
A-6837793,2,0.076,Blythe,CA,92225
A-6052817,2,0.607,Raleigh,NC,27615
A-900774,3,0,Asheville,NC,28806
A-7429315,4,0.356,Fort Worth,TX,76106
A-7724602,2,1.068,Los Angeles,CA,90045
A-7021470,3,0,Astoria,NY,11105
A-2945099,3,0,Austin,TX,78701
A-2829559,2,0,Stevensville,MD,21666
A-4417626,2,0.483,Apopka,FL,32703
A-7216978,2,0,Sacramento,CA,95828
A-2329397,3,0,Austin,TX,78752
A-4658522,2,1.064,The Dalles,OR,97058
A-7331924,2,0,San Diego,CA,92123
A-4811494,2,0.037,Prospect,OR,97536-0046
A-472084,3,0,Saint Louis,MO,63123
A-5976880,2,0.079,Manchaca,TX,78652
A-7280702,2,0,Florence,OR,97439-4717
A-97993,2,0,Compton,CA,90220-1334
A-468253,3,0,Orlando,FL,32806
A-5442106,2,0.256,Lindsay,CA,93247-94ND
A-173905,2,0,Wheaton,IL,60187
A-5001499,4,0.059,Saegertown,PA,16433
A-899358,2,0,Pacific,WA,98047
A-5767914,2,0.031,Scottsdale,AZ,85251-1205
A-868331,2,0,Houston,TX,77033
A-2807627,2,0,Omaha,NE,68107-1417
A-275711,2,0.01,San Antonio,TX,78247
A-273551,2,0.01,Austin,TX,78704
A-495019,2,0,Hacienda Heights,CA,91745-2230
A-6556550,2,0.498,Opa Locka,FL,33054-4219
A-7331322,2,0,Sacramento,CA,95864
A-5801660,2,0.044,Flushing,NY,11367
A-3740982,2,0.049,Parlier,CA,93648-9738
A-6156821,2,0.082,Aiken,SC,29801-4866
A-1885028,3,0,Miami,FL,33150-2846
A-7187259,3,0,Round Rock,TX,78681
A-4466538,2,0.6890000000000001,Brooklyn,NY,11201
A-3380978,2,0,Antioch,IL,60002
A-5575754,2,0.392,Braintree,MA,02184
A-1151330,2,0,Enterprise,AL,36330
A-5305041,2,0.042,Houston,TX,77029-1612
A-4275952,2,0.865,Bozeman,MT,59715
A-4159902,2,0.011,Portland,OR,97210
A-1767656,2,0,Lafayette,LA,70506-4875
A-4340182,2,0.109,Miami,FL,33174-2903
A-2933862,3,0,Buffalo,NY,14221
A-183891,3,0.01,Novi,MI,48377
A-2501754,2,0,Cottondale,AL,35453
A-3036824,2,0,Charlotte,NC,28214
A-1956877,2,0,Fresno,CA,93706
A-5613160,2,0.128,Whittier,CA,90606-1402
A-2908295,2,0,Laurens,SC,29360-7730
A-3968087,2,0.8590000000000001,Macclenny,FL,32063
A-1577762,3,0,Phoenix,AZ,85040
A-6868356,2,0.401,Washington,DC,20024
A-3706972,2,0.066,Lancaster,PA,17602-3392
A-3642016,2,5.404,Smyrna,TN,37167
A-6585985,2,1.778,Lorton,VA,22079
A-767419,3,0,Philadelphia,PA,19137-1822
A-5100743,2,0.147,Charlotte,NC,28213
A-5313421,2,1.041,La Verne,CA,91750
A-4805819,4,0.426,San Lorenzo,CA,94580
A-5637652,2,2.19,Kernville,CA,93238-9793
A-3987908,2,1.757,Circle Pines,MN,55014
A-4527486,2,0.508,Saint Paul,MN,55117
A-5627547,2,0.05,Cocoa,FL,32926
A-6334235,2,1.635,Harrisburg,PA,17109
A-4826505,2,0.493,Worden,IL,62097
A-854346,2,1.6699999570846558,Minneapolis,MN,55438
A-7494932,4,1.1740000000000002,Phoenix,AZ,85021
A-3656678,2,0.691,Los Angeles,CA,90018
A-1124207,2,0,Indianapolis,IN,46217-5031
A-3357366,2,0,Bluffton,SC,29910-7004
A-3644603,2,1.112,Columbus,OH,43215
A-2426010,2,0,Nashville,TN,37207-5970
A-2148631,2,0,Nashville,TN,37207-4405
A-5240781,2,0.536,Minneapolis,MN,55404
A-3875339,2,0.043,Orangevale,CA,95662-4309
A-1345239,3,0,Phoenix,AZ,85021
A-6804807,2,0.493,Richmond,VA,23234
A-4739825,2,0.079,Jurupa Valley,CA,92509-6537
A-2089373,3,0,Foxboro,MA,02035
A-5514205,2,0.421,Denver,CO,80202
A-1651207,2,0,Albany,NY,12205-5226
A-3620312,4,2.358,Hopland,CA,95449
A-221183,2,0,Moraine,OH,45439-1732
A-5324556,2,4.256,Columbia,SC,29223
A-793456,3,0,Sacramento,CA,95834
A-4277806,2,2.51,Newark,NJ,07114
A-1200802,3,0,Dallas,TX,75215
A-344685,3,0.01,Los Angeles,CA,90016
A-4759066,2,0.525,Fallbrook,CA,92028
A-353351,2,0.01,Corona,CA,92882-1857
A-612164,2,0,Canyon Country,CA,91387
A-7515070,2,0.561,Otis,OR,97368
A-3513996,2,0,Apache Junction,AZ,85119
A-7486151,2,0.264,San Jose,CA,95110
A-5954570,2,0.414,Orlando,FL,32825-8734
A-5310509,2,0.041,Asheville,NC,28804-9627
A-526995,3,0,Montgomery,AL,36108
A-7551113,2,0.071,Charlotte,NC,28205
A-3303407,3,0,Milpitas,CA,95035
A-1323911,2,0,Bensenville,IL,60106
A-3019652,2,0,Ocala,FL,34480-7510
A-6466022,2,0.117,Tracy,CA,95377
A-1696255,2,0,Hialeah,FL,33015
A-985210,2,0,Palmdale,CA,93551
A-2861389,2,0,Charlotte,NC,28205-6423
A-770413,2,0,Nashville,TN,37210
A-156106,2,0,Atlanta,GA,30328
A-3554262,2,0.454,Hacienda Heights,CA,91745
A-7384920,2,0,San Quentin,CA,94964
A-4524106,2,0.242,Cardiff By the Sea,CA,92007
A-4171676,2,3.048,Fort Lauderdale,FL,33311
A-919284,3,0,Clearwater,FL,33762
A-3845723,2,0.083,Charlotte,NC,28217
A-2499197,2,0,Tucson,AZ,85743
A-1916159,2,0,Philadelphia,PA,19128-2115
A-5406211,2,0.179,Hialeah,FL,33016-4870
A-4766421,2,0.065,Walterboro,SC,29488-9544
A-4778672,2,0.091,North Highlands,CA,95660-5509
A-7191870,2,0,Lebanon,OR,97355-9246
A-2958785,2,0,York,PA,17404
A-3194237,3,0,Flint,MI,48507
A-6913167,2,0.078,Fresno,CA,93727-4526
A-5370019,2,0.153,Gainesville,FL,32609-1379
A-4954550,2,0.155,Minneapolis,MN,55403
A-7010575,3,0,Colorado Springs,CO,80918
A-2966297,2,0,Denver,CO,80203-3413
A-4302469,2,2.917,Ontario,CA,91761
A-3580072,2,1.503,Tampa,FL,33613
A-4739774,2,0.311,Stafford,VA,22554
A-2443262,3,0,Fort Worth,TX,76119
A-4093222,2,0.338,Miami,FL,33150-1457
A-4266836,2,0.6890000000000001,Wildwood,FL,34785-8410
A-3315750,2,0,Houston,TX,77072-4033
A-7372481,2,0,Los Angeles,CA,90001-3830
A-3034619,3,0,Charleston,SC,29406
A-5715667,2,0.648,Palo Alto,CA,94303
A-5436726,2,0.604,New York,NY,10033
A-2897175,2,0,Riverside,CA,92507
A-6064266,2,0.91,Banks,OR,97106
A-3846538,2,0.447,Minneapolis,MN,55403
A-4016889,2,0.485,Mount Joy,PA,17552
A-4266183,2,0.117,Montrose,CA,91020-1893
A-833241,3,0,Pikesville,MD,21208-2243
A-2653397,2,1.149999976158142,Brooklyn,MS,39425-9725
A-4402362,2,0.69,Pacoima,CA,91331
A-7486135,2,0.148,Springfield,OR,97477
A-1737182,2,0,New Britain,CT,06051-2062
A-1518859,2,0,Newton Lower Falls,MA,02462
A-5417020,2,0.051,Raleigh,NC,27616-1852
A-611219,1,0,Lowell,MI,49331-1637
A-7444285,3,0.934,Irvine,CA,92602
A-1638528,2,0,Boston,MA,02210-1117
A-3601986,2,1.493,Red Hook,NY,12571
A-1462071,2,0,Tucson,AZ,85707
A-6386084,2,0.38,Pomona,CA,91766
A-5871302,2,3.677,Zebulon,NC,27597
A-4088152,2,1.3090000000000002,Nashville,TN,37211
A-4496594,2,2.102,Petersburg,VA,23805
A-4280532,2,1.325,Portland,OR,97227
A-3412860,4,0.7190000000000001,Youngstown,OH,44509
A-1665735,2,0,Phoenix,AZ,85037
A-1130877,2,0,Yorktown,VA,23692
A-830191,2,0,Aurora,CO,80012
A-6965787,2,0.317,Lebec,CA,93243
A-6416490,2,0.677,West Columbia,SC,29172
A-3784133,2,0.222,Orlando,FL,32807
A-4622420,2,4.027,Mill Valley,CA,94941
A-5522435,2,3.834,Los Angeles,CA,90040
A-6437166,2,0.073,Greer,SC,29651-1126
A-2490105,2,0,Austin,TX,78728
A-1197683,2,0,Flat Rock,MI,48134
A-2017812,2,0,Augusta,GA,30906-9089
A-4830465,2,1.151,Sacramento,CA,95820
A-471518,2,0,Bartlett,IL,60103
A-5997840,2,0.008,Madison,TN,37115-2836
A-6753372,2,0.207,Garnett,SC,29922-2809
A-2682695,2,0,Baton Rouge,LA,70802-6154
A-7584287,2,0.657,Hialeah,FL,33018
A-2357424,3,0,Summerville,SC,29483
A-4518370,2,1.768,Brighton,MI,48116-2133
A-4838619,2,0.58,Los Angeles,CA,90031
A-1902504,2,0,Bay Shore,NY,11706
A-4936767,2,0.307,Stockton,CA,95215
A-6471255,2,0.211,King City,CA,93930
A-7391315,2,0,Calabasas,CA,91302-2369
A-5956168,2,0.216,Brentwood,TN,37027-4218
A-3628280,2,1.421,Crownsville,MD,21032
A-5551322,2,0.093,Jamestown,CA,95327-9760
A-93310,3,0,Riverside,CA,92501
A-4574748,2,0.6859999999999999,Minneapolis,MN,55438
A-4344362,2,0.322,North Little Rock,AR,72117
A-2129336,2,1.0900000333786009,Minneapolis,MN,55430
A-6093924,2,0.44,Plymouth Meeting,PA,19462
A-6227620,2,0.585,Little Rock,AR,72202
A-5864978,2,0.205,Perth Amboy,NJ,08861
A-394712,2,0.01,Austin,TX,78745-5605
A-384137,2,0.01,Leesburg,VA,20176
A-5679180,2,2.668,New Castle,PA,16101-8024
A-1092154,2,0,Yuma,AZ,85364-3604
A-3537218,2,0.065,Orangevale,CA,95662-4946
A-3133645,3,0,Jacksonville,FL,32244
A-170987,3,0.01,Saint Louis,MO,63121
A-7398827,2,0.029,Tacoma,WA,98433
A-5904915,2,0.29,Brookeville,MD,20833
A-6986482,2,0,Brooksville,FL,34602
A-7728815,2,0.544,West Valley City,UT,84119
A-2954328,2,0,San Antonio,TX,78238
A-5479977,2,2.025,Knoxville,TN,37924
A-118296,3,0.01,Tampa,FL,33607
A-4021844,2,0.245,Cincinnati,OH,45206
A-1607626,2,0,Westport,MA,02790-4109
A-244193,2,0,Parkville,MD,21234
A-5749489,2,0.134,Petaluma,CA,94952-9673
A-2530039,3,0,Miami,FL,33150
A-3996852,2,0.092,Miami,FL,33155
A-5567892,2,0.342,Miami,FL,33161
A-7699541,4,0.165,North Fort Myers,FL,33903-4331
A-5353309,2,0.064,Lake Wales,FL,33859
A-6723523,2,2.214,Durham,NC,27713
A-4455243,2,0.059,Mount Dora,FL,32757-9469
A-3180199,3,0,Raleigh,NC,27612
A-5974297,2,0.098,Sacramento,CA,95828-4800
A-7428988,2,0.669,Walton,OR,97490
A-5528331,2,0.285,Greenwood,SC,29646-7784
A-4424777,2,3.204,Ripon,CA,95366
A-5873243,2,0.222,Bradenton,FL,34203-4300
A-6754254,2,0.057,Port Charlotte,FL,33981-1404
A-7471536,4,1.137,Plainfield,IL,60585
A-3372508,2,0,Seattle,WA,98115-6261
A-443374,3,0.01,Atlanta,GA,30342
A-4501607,2,8.246,El Monte,CA,91731
A-796607,3,2.400000095367432,Tampa,FL,33647
A-5344888,2,0.908,Selden,NY,11784
A-1746262,2,0,Baton Rouge,LA,70808-2603
A-3534877,3,0.4370000000000001,Las Vegas,NV,89102
A-7580708,2,0.255,Charlotte,NC,28208
A-5740887,2,1.074,Pflugerville,TX,78660
A-2471562,2,0,Charlotte,NC,28277
A-1945578,2,0,Oklahoma City,OK,73109-2242
A-2045441,2,0,Cedar Park,TX,78613
A-2008622,2,0,Grand Rapids,MI,49504-2963
A-7528068,3,0.14,Boyds,MD,20841
A-2208895,3,0,Ringgold,GA,30736
A-6756696,2,1.813,Pendleton,OR,97801
A-3928868,2,0.116,Hopewell Junction,NY,12533
A-5839781,2,6.226,Hacienda Heights,CA,91745
A-5372730,2,0.016,Hanford,CA,93230
A-811488,3,0,Orland Park,IL,60467
A-5813133,2,1.408,Vienna,VA,22180
A-5961179,2,0.245,Arvin,CA,93203
A-3296054,2,0,Baton Rouge,LA,70808-4543
A-4178833,2,3.674,Staunton,VA,24401
A-2607469,3,2.1099998950958248,Johnston,RI,02919
A-1341717,2,0,Tallahassee,FL,32301-6303
A-5809500,2,0.031,Myrtle Beach,SC,29577-5624
A-5162286,2,0.149,Nashville,TN,37207-5049
A-3312603,3,0,Redlands,CA,92374
A-284114,2,0,Houston,TX,77011-1721
A-2239111,2,0,Columbus,OH,43204
A-1357284,2,0,Dayton,OH,45406-4927
A-5202882,2,0.232,Los Angeles,CA,90015
A-6791019,2,0.118,Portland,OR,97223
A-1144878,3,0,Chesterton,IN,46304
A-359381,2,0.01,Venice,FL,34292
A-5228053,2,0.159,Aiken,SC,29805-8523
A-6345543,2,0.009,Raleigh,NC,27610-5019
A-383843,3,0.01,Lorton,VA,22079
A-2384061,3,0,Centreville,VA,20120
A-6906625,2,1.273,Bloomington,CA,92316
A-4535012,2,1.439,Berkeley,CA,94710
A-7289816,2,0,Moreno Valley,CA,92553
A-4573754,2,0.041,Floral City,FL,34436-3268
A-995410,2,0,Elizabeth,NJ,07201-2632
A-2009736,2,1.100000023841858,Minneapolis,MN,55416
A-4164410,2,0.052,Sacramento,CA,95842-2140
A-6133434,2,0.62,Trenton,GA,30752
A-3053010,2,0,Houston,TX,77057-5811
A-1290212,3,0,Milwaukee,WI,53220
A-3622162,2,0.37,San Pablo,CA,94806
A-4097678,2,0.086,Highland Park,MI,48203
A-7542155,2,0.442,Portland,OR,97230
A-3160525,2,0,Charlotte,NC,28205
A-3720492,2,0.042,Dayton,OH,45440-3969
A-5139783,2,0.171,Orlando,FL,32819-5224
A-4686368,2,1.006,Indianapolis,IN,46214
A-3374688,3,0,Norfolk,VA,23502
A-901725,3,0,Chicago,IL,60641
A-6442724,2,0.102,West Sacramento,CA,95605
A-5648746,2,2.833,Jamaica,NY,11436
A-3192149,2,0,Pensacola,FL,32514-7570
A-4446140,2,0.123,Raleigh,NC,27614
A-4412166,4,0.504,Irving,TX,75062
A-4570426,2,0.222,Gibbstown,NJ,08027
A-6132028,2,1.631,Miami,FL,33127
A-7652076,2,0.6579999999999999,Birmingham,AL,35209
A-4184747,2,0.652,Ridgeville,SC,29472
A-461919,2,0,San Diego,CA,92110-3014
A-6854846,2,0.451,Van Nuys,CA,91406
A-1484239,2,0,Sarasota,FL,34243
A-4922546,2,0.138,Sylva,NC,28779
A-7154047,4,0,Portland,OR,97220
A-4129136,2,0.109,North Charleston,SC,29405-5549
A-1462200,3,2.440000057220459,Inglewood,CA,90302
A-5583927,2,0.271,Simpsonville,SC,29681-4128
A-4517900,2,0.483,Anoka,MN,55303-1124
A-7078521,4,0.014,Denver,CO,80239
A-3631505,2,0.415,Tuckerton,NJ,08087
A-6976054,2,0.015,North Wales,PA,19454-2807
A-5131545,2,0.086,Bozeman,MT,59715-8267
A-2679525,2,0,Carmel Valley,CA,93924-9416
A-4322277,2,0.087,Hialeah,FL,33018-4923
A-1961599,3,0,Mc Lean,VA,22102
A-2951798,3,0,Palmetto,FL,34221
A-2772674,2,0,Deerfield,IL,60015-3350
A-1363824,2,0,Alamo,GA,30411-4459
A-7536145,2,0.037,Seattle,WA,98134
A-3464895,2,0.6509999999999999,Ellenwood,GA,30294
A-3061296,3,0,Dallas,TX,75229
A-4129389,2,0.818,Montclair,CA,91763
A-6944447,2,0.201,Oakland,CA,94621
A-4706361,2,0.266,Cardiff By the Sea,CA,92007
A-2412847,3,0,Waco,GA,30182
A-6512417,2,0.107,Nashville,TN,37211
A-4573311,2,0.715,York,PA,17402
A-6332535,2,1.997,Arvin,CA,93203
A-2344834,2,0,Cincinnati,OH,45252
A-4255676,2,0.021,Oceanside,CA,92054-6452
A-792008,2,1.4199999570846558,Pewaukee,WI,53072
A-2728693,2,0,Hermitage,TN,37076
A-1355291,2,0.9100000262260436,Englewood,CO,80112
A-217655,2,0,Boston,MA,02114
A-4893492,2,0.051,Larchmont,NY,10538
A-7596230,2,0.229,Phoenix,AZ,85009
A-4139947,2,0.009,El Paso,TX,79927
A-1266585,2,0,Garden Grove,CA,92844
A-7514827,3,0.171,Bronx,NY,10460
A-1899571,3,0,Oakland,CA,94607
A-7503702,2,6.835,Silver Plume,CO,80476
A-2499131,3,18.96999931335449,Fillmore,UT,84631
A-2983787,2,0,Hartsville,SC,29550-9449
A-5190780,2,7.033,Westport,CT,06880
A-5071356,2,13.742,Brookville,OH,45309
A-4826979,4,0.7440000000000001,Bakersfield,CA,93306-9510
A-373354,3,0.01,Woburn,MA,01801
A-3297096,2,0,Yorktown Heights,NY,10598-5817
A-3394794,3,0.9900000095367432,Detroit,MI,48211
A-6830669,2,0.6759999999999999,La Pine,OR,97739
A-1342224,2,0,Nashville,TN,37217
A-408858,2,0.01,Orange,CA,92867
A-531117,1,0,Lehigh Acres,FL,33973
A-381442,2,0.01,Annapolis,MD,21401
A-5925084,2,0.153,Rochester,NY,14612-2028
A-5178550,2,0.792,Colton,CA,92324
A-3476077,4,0.7170000000000001,Garden City,NY,11530
A-5943382,2,0.024,Winchester,VA,22601
A-2714128,3,0,Cherry Hill,NJ,08034
A-1813931,2,0,Raleigh,NC,27601-1418
A-4133734,2,0.08,National City,CA,91950
A-2866208,2,0,Rochester,NY,14624-1803
A-4411989,4,0.065,Asheville,NC,28801
A-442422,3,0.01,Boca Raton,FL,33486
A-6835523,2,0.052,Palm Harbor,FL,34683-6236
A-2882470,3,0,Coalinga,CA,93210
A-1907658,2,0,Thomasville,PA,17364
A-5767527,2,0.4970000000000001,Palm Harbor,FL,34684-1029
A-4762161,4,0.024,Mc Rae,AR,72102-9632
A-6130259,2,0.079,Rock Hill,SC,29730-9018
A-7377043,2,0,San Francisco,CA,94107
A-2567673,3,0,Oklahoma City,OK,73149-4405
A-2687581,2,0,Charlotte,NC,28227-9422
A-2261435,2,0,Medford,MA,02155
A-5923703,2,2.861,Carson,CA,90745
A-1189391,2,0,Murrieta,CA,92563
A-3763621,2,1.584,Monticello,FL,32344
A-99684,3,0,Los Angeles,CA,90003
A-4980249,2,0.076,Penryn,CA,95663-9559
A-3965581,2,0.014,Raleigh,NC,27603-1804
A-1328174,3,0,Chicago,IL,60628
A-3101352,2,0,Broussard,LA,70518
A-2513639,3,0,Johnson City,TN,37601
A-2738323,3,0,Thomson,GA,30824
A-7748350,2,0.893,Winchester,VA,22603
A-2881747,2,0,Dallas,TX,75287
A-4048121,2,0.5820000000000001,Riverview,FL,33578
A-2543432,2,0,Bartlett,IL,60103
A-4955280,2,0.084,Roseville,CA,95747
A-4714783,2,1.023,Portsmouth,VA,23703
A-4610016,2,0.1669999999999999,Johannesburg,CA,93528
A-3768836,2,0.017,Orange Park,FL,32073-2955
A-6089819,2,0.375,Los Angeles,CA,90021-2918
A-4388210,2,0.051,Charlotte,NC,28204
A-7329103,2,0.032,Sauk Centre,MN,56378
A-493916,2,0,Encino,CA,91436
A-1082416,3,1.7300000190734863,Clifton Park,NY,12065
A-3652581,2,1.04,Annville,PA,17003
A-2495109,2,0,Marietta,GA,30067
A-3927969,2,1.039,South Jordan,UT,84095
A-6320619,4,0.8190000000000001,Pittsburgh,PA,15207
A-3625154,3,0.619,Saint Paul,MN,55127
A-4445208,2,0.044,Austin,TX,78759
A-4393671,2,0.022,Jacksonville,FL,32225
A-439593,3,0.01,Downey,CA,90241
A-5349843,2,4.07,Jacksonville,FL,32218
A-1461958,2,0,Whites Creek,TN,37189-9125
A-4986138,2,0.207,Bloomsburg,PA,17815-8587
A-1955824,2,0,Columbia,SC,29203
A-5454582,2,0.045,Orange,CA,92869
A-3301143,2,0,Cortlandt Manor,NY,10567-7210
A-3157389,3,0,Newport,MN,55055
A-1002574,2,0,Arabi,LA,70032-1206
A-1360925,2,0,Washington,DC,20018-3902
A-5870614,2,2.465,Winona,MN,55987
A-1662755,3,0,Atlanta,GA,30309
A-3724689,2,0.226,Pottstown,PA,19464
A-3638090,3,0.512,Las Vegas,NV,89102
A-6260845,2,0.107,Los Angeles,CA,90022-5015
A-148841,3,0.01,Atlanta,GA,30354
A-1918608,2,0,Johnson City,TN,37615-2487
A-6157046,2,0.037,Miami,FL,33161-6139
A-3622049,4,0.126,Renton,WA,98058
A-6367268,2,0.152,Backus,MN,56435-2397
A-3683668,2,2.774,Westchester,IL,60154
A-6862221,2,1.168,Montgomery,AL,36117
A-7294680,2,0,Montevideo,MN,56265
